uri,name,dynasty,ocre,AV,AR,AE,worn,notes,year
http://nomisma.org/id/julius_caesar,Julius Caesar,Julio-Claudian,http://numismatics.org/ocre/results?q=portrait_facet:%22Julius Caesar%22,http://ww2.smb.museum/mk_edit/images/n6/6967/rs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n7/7965/rs_opt.jpg,,http://numismatics.org/collectionimages/19501999/1951/1951.61.29.obv.width350.jpg,"Portrait of Julius Caesar is on Rev. (AV, AR)",17 BC/98 AD- 117 AD
http://nomisma.org/id/julia_daughter_of_augustus,Julia the Elder,Julio-Claudian,http://numismatics.org/ocre/results?q=portrait_facet:%22Julia the Elder%22,,http://ww2.smb.museum/mk_edit/images/n2/2562/rs_opt.jpg,,,Portrait of Julia the Elder on Rev. (AR),13 BC- 4 AD
http://nomisma.org/id/augustus,Augustus,Julio-Claudian,http://numismatics.org/ocre/results?q=portrait_facet:%22Augustus%22,http://ww2.smb.museum/mk_edit/images/n6/6978/vs_opt.jpg|http://numismatics.org/collectionimages/19501999/1967/1967.153.106.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1937/1937.158.453.obv.width350.jpg|http://ww2.smb.museum/mk_edit/images/n7/7692/vs_opt.jpg|http://numismatics.org/collectionimages/19501999/1954/1954.203.149.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39016.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.4.91.obv.width350.jpg,,27 BC- 14 AD
http://nomisma.org/id/agrippa,Agrippa,Julio-Claudian,http://numismatics.org/ocre/results?q=portrait_facet:%22Agrippa%22,,http://ww2.smb.museum/mk_edit/images/n7/7326/rs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n4/4567/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n10/10853/vs_opt.jpg,"Portrait of Agrippa is on Rev. (AV, AR)",20 BC- 82 AD
http://nomisma.org/id/livia,Livia,Julio-Claudian,http://numismatics.org/ocre/results?q=portrait_facet:%22Livia%22,,,http://numismatics.org/collectionimages/19501999/1951/1951.61.50.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.41827.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n29/29123/vs_opt.jpg,"Portrait of Livia on Rev. (AV, AR)",68 AD- 69 AD/80 AD-81 AD/98 AD- 117AD
http://nomisma.org/id/nero_claudius_drusus,Drusus the Elder (Nero Claudius Drusus),Julio-Claudian,http://numismatics.org/ocre/results?q=portrait_facet:%22Drusus the Elder%22,http://numismatics.org/collectionimages/19501999/1967/1967.153.202.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n11/11051/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.1053.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1953/1953.171.1134.obv.width350.jpg,,37 AD- 81 AD
http://nomisma.org/id/gaius_caesar,Gaius Caesar,Julio-Claudian,http://numismatics.org/ocre/results?q=portrait_facet:%22Gaius Caesar%22,,http://ww2.smb.museum/mk_edit/images/n2/2562/rs_opt.jpg,,,Portrait examples on Rev. (AR),13 BC- 4 AD
http://nomisma.org/id/lucius_caesar,Lucius Caesar,Julio-Claudian,http://numismatics.org/ocre/results?q=portrait_facet:%22Lucius Caesar%22,,http://ww2.smb.museum/mk_edit/images/n2/2562/rs_opt.jpg,,,"Portrait of Lucius Caesar on Rev. (AV, AR)",13 BC- 4 AD
http://nomisma.org/id/tiberius,Tiberius,Julio-Claudian,http://numismatics.org/ocre/results?q=portrait_facet:%22Tiberius%22,http://ww2.smb.museum/mk_edit/images/n2/2674/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39246.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n11/11923/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n28/28971/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n15/15375/vs_opt.jpg,,8 AD- 37 AD/80 AD- 81 AD/98 AD- 117 AD
http://nomisma.org/id/antonia_minor,Antonia Minor ,Julio-Claudian,http://numismatics.org/ocre/results?q=portrait_facet:%22Antonia Minor%22,http://numismatics.org/collectionimages/19501999/1956/1956.184.19.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n11/11184/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39323.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n11/11231/vs_opt.jpg,,41 AD- 54 AD
http://nomisma.org/id/germanicus,Germanicus,Julio-Claudian,http://numismatics.org/ocre/results?q=portrait_facet:%22Germanicus%22,http://ww2.smb.museum/mk_edit/images/n20/20282/rs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n20/20284/rs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n14/14376/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n14/14419/vs_opt.jpg,"Portrait of Germanicus is on Rev. (AV, AR)",37 AD- 41 AD/50 AD- 54 AD/80 AD-81 AD
http://nomisma.org/id/agrippina_i,Agrippina the Elder,Julio-Claudian,http://numismatics.org/ocre/results?q=portrait_facet:%22Agrippina the Elder%22,http://ww2.smb.museum/mk_edit/images/n20/20288/rs_opt.jpg,http://numismatics.org/collectionimages/19001949/1935/1935.117.359.rev.width350.jpg,http://ww2.smb.museum/mk_edit/images/n2/2696/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n14/14441/vs_opt.jpg,http://numismatics.org/collectionimages/19501999/1953/1953.171.1125.obv.width350.jpg,"Portrait of Agrippina the Elder on Rev. (AV, AR)",37 AD- 98 AD
http://nomisma.org/id/drusus_son_of_tiberius,Drusus the Younger (Drusus Julius Caesar),Julio-Claudian,http://numismatics.org/ocre/results?q=portrait_facet:%22Drusus the Younger%22,,http://numismatics.org/collectionimages/19001949/1944/1944.100.39253.rev.width350.jpg,http://numismatics.org/collectionimages/19501999/1957/1957.172.1519.rev.width350.jpg,http://numismatics.org/collectionimages/19501999/1970/1970.156.187.obv.width350.jpg,"Worn portrait of Drusus the Young is on Rev. (AR, AE)",22 AD- 34 AD
http://nomisma.org/id/gaius,Gaius/Caligula,Julio-Claudian,http://numismatics.org/ocre/results?q=portrait_facet:%22Gaius/Caligula%22,http://numismatics.org/collectionimages/19501999/1967/1967.153.111.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1935/1935.117.359.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n18/18024/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n4/4422/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n18/18087/vs_opt.jpg,,37 AD- 41 AD
http://nomisma.org/id/drusus_caesar,Drusus Caesar (Drusus Julius Caesar Germanicus),Julio-Claudian,http://numismatics.org/ocre/results?q=portrait_facet:%22Drusus Caesar%22,,,http://numismatics.org/collectionimages/20002049/2000/2000.5.13.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.41826.obv.width350.jpg,,,37 AD- 82 AD
http://nomisma.org/id/claudius,Claudius,Julio-Claudian,http://numismatics.org/ocre/results?q=portrait_facet:%22Claudius%22,http://numismatics.org/collectionimages/19001949/1944/1944.100.39351.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1957/1957.191.7.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.1056.obv.width350.jpg|http://numismatics.org/collectionimages/20002049/2000/2000.5.6.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n20/20816/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n11/11076/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n21/21057/vs_opt.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.39358.obv.width350.jpg,,41 AD- 54 AD
http://nomisma.org/id/messallina,Messalina,Julio-Claudian,http://numismatics.org/ocre/results?q=portrait_facet:%22Messalina%22,,,,,No Examples found,41 AD- 54 AD
http://nomisma.org/id/britannicus,Britannicus,Julio-Claudian,http://numismatics.org/ocre/results?q=portrait_facet:%22Britannicus%22,,,,,No Examples found,41 AD- 54 AD
http://nomisma.org/id/agrippina_ii,Agrippina the Younger,Julio-Claudian,http://numismatics.org/ocre/results?q=portrait_facet:%22Agrippina the Younger%22,http://numismatics.org/collectionimages/19501999/1954/1954.256.6.rev.width350.jpg,http://numismatics.org/collectionimages/19001949/1935/1935.117.360.rev.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.55153.rev.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.55158.rev.width350.jpg,http://ww2.smb.museum/mk_edit/images/n21/21063/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n21/21065/vs_opt.jpg,"Portrait of Agrippina the Younger on Rev. (AV, AR)",37 AD- 60 AD
http://nomisma.org/id/nero,Nero,Julio-Claudian,http://numismatics.org/ocre/results?q=portrait_facet:%22Nero%22,http://ww2.smb.museum/mk_edit/images/n20/20701/vs_opt.jpg|http://numismatics.org/collectionimages/19501999/1967/1967.153.116.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1956/1956.184.20.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.39418.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n21/21806/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n21/21811/vs_opt.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.39416.obv.width350.jpg|http://ww2.smb.museum/mk_edit/images/n21/21895/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n22/22039/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n4/4571/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.53404.obv.width350.jpg,,50 AD- 68 AD
http://nomisma.org/id/claudia_antonia,Claudia Antonia,Julio-Claudian,http://numismatics.org/ocre/results?q=portrait_facet:%22Claudia Antonia%22,,,,,No Examples found,41 AD- 54 AD
http://nomisma.org/id/claudia_octavia,Claudia Octavia,Julio-Claudian,http://numismatics.org/ocre/results?q=portrait_facet:%22Claudia Octavia%22,,,,,No Examples found,41 AD- 54 AD
http://nomisma.org/id/clodius_macer,Clodius Macer,Year of the 4 Emperors,http://numismatics.org/ocre/results?q=portrait_facet:%22Clodius Macer%22,,,,,AR images found in BM,68 AD
http://nomisma.org/id/galba,Galba,Year of the 4 Emperors,http://numismatics.org/ocre/results?q=portrait_facet:%22Galba%22,http://numismatics.org/collectionimages/19501999/1954/1954.256.8.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1957/1957.191.28.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.39821.obv.width350.jpg|http://ww2.smb.museum/mk_edit/images/n28/28889/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n29/29208/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n4/4812/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n28/28731/vs_opt.jpg,,68 AD- 69 AD/80 AD-81 AD/98 AD- 117AD
http://nomisma.org/id/otho,Otho,Year of the 4 Emperors,http://numismatics.org/ocre/results?q=portrait_facet:%22Otho%22,http://ww2.smb.museum/mk_edit/images/n0/619/vs_opt.jpg,http://numismatics.org/collectionimages/19501999/1962/1962.83.16.obv.width350.jpg,,http://ww2.smb.museum/mk_edit/images/n29/29357/vs_opt.jpg,,69 AD
http://nomisma.org/id/lucius_vitellius_pater,Lucius Vitellius Pater,Year of the 4 Emperors,http://numismatics.org/ocre/results?q=portrait_facet:%22Lucius Vitellius Pater%22,http://ww2.smb.museum/mk_edit/images/n3/3280/rs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n29/29520/rs_opt.jpg,,http://ww2.smb.museum/mk_edit/images/n29/29521/rs_opt.jpg,Portrait of Lucius Vitellius on Rev. in Berlin examples,69 AD
http://nomisma.org/id/vitellius,Vitellius,Year of the 4 Emperors,http://numismatics.org/ocre/results?q=portrait_facet:%22Vitellius%22,http://numismatics.org/collectionimages/19501999/1952/1952.42.3.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1957/1957.172.1558.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n29/29620/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n29/29645/vs_opt.jpg,,69 AD
http://nomisma.org/id/vespasian,Vespasian,Flavian,http://numismatics.org/ocre/results?q=portrait_facet:%22Vespasian%22,http://numismatics.org/collectionimages/19501999/1956/1956.184.30.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1956/1956.184.27.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n22/22708/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n21/21873/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n23/23084/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n4/4582/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n30/30656/vs_opt.jpg,http://numismatics.org/collectionimages/19501999/1958/1958.113.1.obv.width350.jpg,,69 AD- 79 AD/ 80 AD- 81 AD/ 98 AD- 117 AD/ 250 AD- 251 AD
http://nomisma.org/id/domitilla_the_elder,Domitilla the Elder,Flavian,http://numismatics.org/ocre/results?q=portrait_facet:%22Domitilla the Elder%22,http://ww2.smb.museum/mk_edit/images/n3/3291/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n18/18743/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n30/30808/vs_opt.jpg,,http://ww2.smb.museum/mk_edit/images/n30/30819/vs_opt.jpg,,82 AD- 83 AD
http://nomisma.org/id/titus,Titus,Flavian,http://numismatics.org/ocre/results?q=portrait_facet:%22Titus%22,http://numismatics.org/collectionimages/19501999/1967/1967.153.126.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n31/31034/vs_opt.jpg|http://numismatics.org/collectionimages/19501999/1957/1957.172.1581.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n31/31567/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n31/31529/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n31/31527/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n32/32685/vs_opt.jpg,,69 AD- 83 AD/ 98 AD- 117 AD/ 250 AD- 251 AD
http://nomisma.org/id/julia_titi,Julia Titi,Flavian,http://numismatics.org/ocre/results?q=portrait_facet:%22Julia Titi%22,http://ww2.smb.museum/mk_edit/images/n3/3608/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n32/32704/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n18/18744/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n32/32870/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n32/32706/vs_opt.jpg,,80 AD- 89 AD
http://nomisma.org/id/domitian,Domitian,Flavian,http://numismatics.org/ocre/results?q=portrait_facet:%22Domitian%22,http://numismatics.org/collectionimages/19501999/1955/1955.191.13.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1909/1909.78.36.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1905/1905.57.325.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n33/33434/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n33/33489/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n33/33789/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n34/34344/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n34/34385/vs_opt.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.42561.obv.width350.jpg|http://ww2.smb.museum/mk_edit/images/n7/7628/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n33/33701/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n34/34347/vs_opt.jpg,,69 AD- 96 AD
http://nomisma.org/id/domitia,Domitia,Flavian,http://numismatics.org/ocre/results?q=portrait_facet:%22Domitia%22,http://ww2.smb.museum/mk_edit/images/n18/18745/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n34/34699/vs_opt.jpg,http://numismatics.org/collectionimages/19501999/1967/1967.153.181.obv.width350.jpg|http://ww2.smb.museum/mk_edit/images/n34/34703/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.42535.obv.width350.jpg|http://ww2.smb.museum/mk_edit/images/n34/34704/vs_opt.jpg,,81 AD- 89 AD
http://nomisma.org/id/nerva,Nerva,Antonine,http://numismatics.org/ocre/results?q=portrait_facet:%22Nerva%22,http://numismatics.org/collectionimages/19501999/1958/1958.214.7.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1985/1985.28.1.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n2/2870/vs_opt.jpg,http://numismatics.org/collectionimages/19501999/1974/1974.140.78.obv.width350.jpg,,96 AD- 99 AD/98 AD- 117 AD/250 AD-251 AD
http://nomisma.org/id/trajan,Trajan,Antonine,http://numismatics.org/ocre/results?q=portrait_facet:%22Trajan%22,http://numismatics.org/collectionimages/19501999/1958/1958.214.9.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1957/1957.172.1615.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.1154.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1948/1948.19.1161.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n4/4395/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n4/4497/vs_opt.jpg,http://numismatics.org/collectionimages/19501999/1954/1954.18.160.obv.width350.jpg,,98 AD- 118 AD/121 AD- 122 AD/ 134 AD- 138 AD
http://nomisma.org/id/marciana,Marciana,Antonine,http://numismatics.org/ocre/results?q=portrait_facet:%22Marciana%22,http://numismatics.org/collectionimages/19501999/1967/1967.153.140.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.44680.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n18/18746/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.44679.obv.width350.jpg,,98 AD- 117 AD
http://nomisma.org/id/marcus_ulpius_traianus,Marcus Ulpius Traianus,Antonine,http://numismatics.org/ocre/results?q=portrait_facet:%22Marcus Ulpius Traianus%22,http://ww2.smb.museum/mk_edit/images/n3/3618/rs_opt.jpg,,,,Portrait of Marcus Ulpius Traianus is on Rev. (AV),98 AD- 117 AD
http://nomisma.org/id/matidia,Matidia,Antonine,http://numismatics.org/ocre/results?q=portrait_facet:%22Matidia%22,http://numismatics.org/collectionimages/19501999/1967/1967.153.180.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.44682.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n3/3621/vs_opt.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1715.obv.width350.jpg,,98 AD- 117 AD/117 AD- 138 AD
http://nomisma.org/id/plotina,Plotina,Antonine,http://numismatics.org/ocre/results?q=portrait_facet:%22Plotina%22,http://ww2.smb.museum/mk_edit/images/n3/3638/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.44677.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.44785.obv.width350.jpg|http://ww2.smb.museum/mk_edit/images/n3/3617/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1935/1935.117.394.obv.width350.jpg,,98 AD- 117 AD/134 AD- 138 AD
http://nomisma.org/id/sabina,Sabina,Antonine,http://numismatics.org/ocre/results?q=portrait_facet:%22Sabina%22,http://numismatics.org/collectionimages/19001949/1944/1944.100.45592.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1967/1967.153.145.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1955/1955.191.14.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.45579.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.45585.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n18/18747/vs_opt.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.47470.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1995/1995.11.1582.obv.width350.jpg,,98 AD- 117 AD/128 AD- 136 AD/136 AD- 138 AD
http://nomisma.org/id/hadrian,Hadrian,Antonine,http://numismatics.org/ocre/results?q=portrait_facet:%22Hadrian%22,http://numismatics.org/collectionimages/19001949/1944/1944.100.44796.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1960/1960.175.17.obv.width350.jpg|http://ww2.smb.museum/mk_edit/images/n4/4391/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n4/4814/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n4/4796/vs_opt.jpg,http://numismatics.org/collectionimages/19501999/1954/1954.18.161.obv.width350.jpg,,98 AD- 138 AD/250 AD- 251 AD
http://nomisma.org/id/lucius_aelius,Lucius Aelius,Antonine,http://numismatics.org/ocre/results?q=portrait_facet:%22Lucius Aelius%22,http://numismatics.org/collectionimages/19501999/1960/1960.175.32.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.45596.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1995/1995.11.88.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1947/1947.2.464.obv.width350.jpg,,132 AD- 137 AD
http://nomisma.org/id/antoninus_pius,Antoninus Pius,Antonine,http://numismatics.org/ocre/results?q=portrait_facet:%22Antoninus Pius%22,http://numismatics.org/collectionimages/19501999/1966/1966.62.1.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1973/1973.16.2.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1922/1922.999.82.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.48159.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n4/4727/vs_opt.jpg,http://numismatics.org/collectionimages/19501999/1995/1995.11.170.obv.width350.jpg,,138 AD-161 AD/250 AD-251 AD
http://nomisma.org/id/faustina_i,Faustina the Elder,Antonine,http://numismatics.org/ocre/results?q=portrait_facet:%22Faustina the Elder%22,http://numismatics.org/collectionimages/19501999/1966/1966.62.11.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.48343.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n4/4360/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n4/4417/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1906/1906.236.373.obv.width350.jpg,,138 AD-161 AD
http://nomisma.org/id/marcus_aurelius,Marcus Aurelius,Antonine,http://numismatics.org/ocre/results?q=portrait_facet:%22Marcus Aurelius%22,http://numismatics.org/collectionimages/19001949/1944/1944.100.47505.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1967/1967.153.157.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1967/1967.50.12.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1948/1948.19.1297.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1911/1911.23.283.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1956/1956.127.840.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.49034.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.49155.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1957/1957.172.1752.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1946/1946.35.33.obv.width350.jpg,,139 AD- 180 AD/250 AD- 251 AD
http://nomisma.org/id/faustina_ii,Faustina the Younger,Antonine,http://numismatics.org/ocre/results?q=portrait_facet:%22Faustina the Younger%22,http://numismatics.org/collectionimages/19501999/1955/1955.191.15.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1956/1956.184.56.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.49230.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.914.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1985/1985.140.136.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.49250.obv.width350.jpg|http://ww2.smb.museum/mk_edit/images/n4/4313/vs_opt.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.49549.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1995/1995.11.473.obv.width350.jpg,,145 AD- 176 AD
http://nomisma.org/id/lucius_verus,Lucius Verus,Antonine,http://numismatics.org/ocre/results?q=portrait_facet:%22Lucius Verus%22,http://numismatics.org/collectionimages/19501999/1959/1959.228.12.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1959/1959.228.22.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.49556.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.49575.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n3/3786/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n4/4414/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1939/1939.133.27.obv.width350.jpg,,161 AD- 180 AD
http://nomisma.org/id/lucilla,Lucilla,Antonine,http://numismatics.org/ocre/results?q=portrait_facet:%22Lucilla%22,http://numismatics.org/collectionimages/19501999/1959/1959.228.28.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1980/1980.109.167.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.49620.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n4/4361/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n18/18751/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1946/1946.35.52.obv.width350.jpg,,164 AD- 180 AD
http://nomisma.org/id/commodus,Commodus,Antonine,http://numismatics.org/ocre/results?q=portrait_facet:%22Commodus%22,http://numismatics.org/collectionimages/19501999/1959/1959.228.30.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1959/1959.228.32.obv.width350.jpg|http://ww2.smb.museum/mk_edit/images/n0/719/vs_opt.jpg,http://numismatics.org/collectionimages/19501999/1956/1956.127.1114.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1956/1956.127.1128.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1948/1948.19.1399.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n4/4496/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n4/4362/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n4/4511/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1943/1943.102.83.obv.width350.jpg,,175 AD- 193 AD/250 AD- 251 AD
http://nomisma.org/id/crispina,Crispina,Antonine,http://numismatics.org/ocre/results?q=portrait_facet:%22Crispina%22,http://numismatics.org/collectionimages/19501999/1955/1955.191.20.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1967/1967.153.165.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.50023.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1956/1956.127.1244.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n18/18753/vs_opt.jpg,http://numismatics.org/collectionimages/19501999/1995/1995.11.333.obv.width350.jpg,,178 AD- 191 AD
http://nomisma.org/id/marcus_claudius_marcellus,Marcellus,Antonine (restored Republican),http://numismatics.org/ocre/results?q=portrait_facet:%22Marcellus%22,,http://ww2.smb.museum/mk_edit/images/n7/7308/vs_opt.jpg,,,,98 AD- 117 AD
http://nomisma.org/id/pompey,Pompey,Antonine (restored Republican),http://numismatics.org/ocre/results?q=portrait_facet:%22Pompey%22,,,,,AR images found in the BM,98 AD- 117 AD
http://nomisma.org/id/sulla,Sulla,Antonine (restored Republican),http://numismatics.org/ocre/results?q=portrait_facet:%22Sulla%22,,,,,Portrait of seated Sulla on Rev. (AR),98 AD- 117 AD
