uri,name,dynasty,ocre,AV,AR,AE,worn,notes,year
http://nomisma.org/id/magnentius,Magnentius,Constantinides,http://numismatics.org/ocre/results?q=portrait_facet:%22Magnentius%22,http://numismatics.org/collectionimages/19001949/1944/1944.100.20641.obv.width350.jpg|http://ww2.smb.museum/mk_edit/images/n51/51622/vs_opt.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.20476.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n51/51624/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n16/16253/vs_opt.jpg|http://numismatics.org/collectionimages/19501999/1984/1984.146.2173.obv.width350.jpg|http://ww2.smb.museum/mk_edit/images/n0/316/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1922/1922.38.103.obv.width350.jpg,,350 AD- 353 AD
http://nomisma.org/id/nepotianus,Nepotianus,Constantinides,http://numismatics.org/ocre/results?q=portrait_facet:%22Nepotianus%22,,,http://ww2.smb.museum/mk_edit/images/n1/1524/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.20839.obv.width350.jpg,No AV images found,350 AD
http://nomisma.org/id/decentius,Decentius,Constantinides,http://numismatics.org/ocre/results?q=portrait_facet:%22Decentius%22,http://ww2.smb.museum/mk_edit/images/n50/50150/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n49/49254/vs_opt.jpg,http://numismatics.org/collectionimages/20002049/2004/2004.14.208.obv.width350.jpg|http://ww2.smb.museum/mk_edit/images/n6/6635/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n10/10547/vs_opt.jpg,,350 AD- 353 AD
http://nomisma.org/id/vetranio,Vetranio,Constantinides,http://numismatics.org/ocre/results?q=portrait_facet:%22Vetranio%22,,http://ww2.smb.museum/mk_edit/images/n1/1348/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n0/319/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.21047.obv.width350.jpg,No AV images found,350 AD
http://nomisma.org/id/julian_the_apostate,Julian the Apostate,Constantinides,http://numismatics.org/ocre/results?q=portrait_facet:%22Julian the Apostate%22,http://numismatics.org/collectionimages/19001949/1944/1944.100.20964.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.22357.obv.width350.jpg|http://ww2.smb.museum/mk_edit/images/n34/34710/vs_opt.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.20710.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.23743.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1984/1984.146.2223.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1948/1948.19.769.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.23747.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.23733.obv.width350.jpg,,355 AD- 363 AD
http://nomisma.org/id/jovianus,Jovianus,Constantinides,http://numismatics.org/ocre/results?q=portrait_facet:%22Jovianus%22,http://numismatics.org/collectionimages/19501999/1974/1974.26.233.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.21391.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.23464.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1994/1994.123.284.obv.width350.jpg,,336 AD- 364 AD
http://nomisma.org/id/valentinian_i,Valentinian I,Valentinians/Theodosus,http://numismatics.org/ocre/results?q=portrait_facet:%22Valentinian I%22,http://ww2.smb.museum/mk_edit/images/n0/883/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n0/885/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n0/322/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n1/1367/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n1/1378/vs_opt.jpg,,Only worn example found in Harvard,364 AD- 375 AD
http://nomisma.org/id/valens,Valens,Valentinians/Theodosus,http://numismatics.org/ocre/results?q=portrait_facet:%22Valens%22,http://ww2.smb.museum/mk_edit/images/n2/2892/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n2/2392/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n0/323/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n1/1390/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n6/6640/vs_opt.jpg,,Only worn example found in Harvard,364 AD- 383 AD
http://nomisma.org/id/procopius,Procopius,Valentinians/Theodosus,http://numismatics.org/ocre/results?q=portrait_facet:%22Procopius%22,,,,,AV images found in BM. No AR images found,364 AD- 367 AD
http://nomisma.org/id/gratian,Gratian,Valentinians/Theodosus,http://numismatics.org/ocre/results?q=portrait_facet:%22Gratian%22,http://ww2.smb.museum/mk_edit/images/n2/2415/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n6/6644/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n2/2877/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n10/10676/vs_opt.jpg,,Only worn example found in Harvard,367 AD- 383 AD
http://nomisma.org/id/valentinian_ii,Valentinian II,Valentinians/Theodosus,http://numismatics.org/ocre/results?q=portrait_facet:%22Valentinian II%22,http://ww2.smb.museum/mk_edit/images/n2/2596/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n1/1401/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n1/1403/vs_opt.jpg,http://ww2.smb.museum/mk_edit/images/n10/10779/vs_opt.jpg,,378 AD- 392 AD
http://nomisma.org/id/theodosius_i,Theodosius I,Valentinians/Theodosus,http://numismatics.org/ocre/results?q=portrait_facet:%22Theodosius I%22,http://ww2.smb.museum/mk_edit/images/n36/36973/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n0/922/vs_opt.jpg,,http://numismatics.org/collectionimages/19001949/1925/1925.176.121.obv.width350.jpg,http://ww2.smb.museum/mk_edit/images/n10/10793/vs_opt.jpg,No good AR examples found. ANS AE 1925.176.121 isn't included in OCRE and Mantis record hasn't been updated yet,378 AD- 395 AD
http://nomisma.org/id/aelia_flacilla,Aelia Flacilla,Valentinians/Theodosus,http://numismatics.org/ocre/results?q=portrait_facet:%22Aelia Flacilla%22,http://ww2.smb.museum/mk_edit/images/n1/1411/vs_opt.jpg,,http://ww2.smb.museum/mk_edit/images/n0/324/vs_opt.jpg,,ANS AV 1977.158.929 not in OCRE?. No Worn example found,378 AD- 388 AD
http://nomisma.org/id/magnus_maximus,Magnus Maximus,Valentinians/Theodosus,http://numismatics.org/ocre/results?q=portrait_facet:%22Magnus Maximus%22,http://ww2.smb.museum/mk_edit/images/n1/1075/vs_opt.jpg|http://ww2.smb.museum/mk_edit/images/n1/1529/vs_opt.jpg,,,http://ww2.smb.museum/mk_edit/images/n58/58017/vs_opt.jpg,AR and AE images found in BM and Fitzwilliam museum of no good quality,383 AD- 388 AD
http://nomisma.org/id/flavius_victor,Flavius Victor,Valentinians/Theodosus,http://numismatics.org/ocre/results?q=portrait_facet:%22Flavius Victor%22,,,,,No AV and AE images found. AR images found in Fitzwilliam museum. AR images found in BM of not good quality,383 AD- 388 AD
http://nomisma.org/id/eugenius,Eugenius,Valentinians/Theodosus,http://numismatics.org/ocre/results?q=portrait_facet:%22Eugenius%22,http://numismatics.org/collectionimages/19001949/1944/1944.100.25368.obv.width350.jpg,,,,ANS AV example 1944.100.25368 not included in OCRE?,392 AD- 394 AD
http://nomisma.org/id/arcadius,Arcadius,East,http://numismatics.org/ocre/results?q=portrait_facet:%22Arcadius%22,http://numismatics.org/collectionimages/19501999/1968/1968.131.440.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1968/1968.131.443.obv.width350.jpg,,http://numismatics.org/collectionimages/19501999/1964/1964.187.1.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54793.obv.width350.jpg,No good AR examples found,395 AD- 408 AD
http://nomisma.org/id/aelia_eudoxia,Aelia Eudoxia,East,http://numismatics.org/ocre/results?q=portrait_facet:%22Aelia Eudoxia%22,http://numismatics.org/collectionimages/19001949/1948/1948.19.1945.obv.width350.jpg,,,http://numismatics.org/collectionimages/19501999/1956/1956.28.344.obv.width350.jpg,No AR images found. AE images found of not good quality,397 AD- 403 AD
http://nomisma.org/id/aelia_pulcheria,Aelia Pulcheria,East,http://numismatics.org/ocre/results?q=portrait_facet:%22Aelia Pulcheria%22,http://numismatics.org/collectionimages/19501999/1977/1977.158.988.obv.width350.jpg,,,http://numismatics.org/collectionimages/19501999/1977/1977.158.992.obv.width350.jpg,No AR and AE images found,414 AD- 457 AD
http://nomisma.org/id/theodosius_ii,Theodosius II,East,http://numismatics.org/ocre/results?q=portrait_facet:%22Theodosius II%22,http://numismatics.org/collectionimages/19501999/1968/1968.131.448.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.54820.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1977/1977.158.984.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54830.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54825.obv.width350.jpg,http://numismatics.org/collectionimages/19501999/1994/1994.123.261.obv.width350.jpg,,397 AD- 450 AD
http://nomisma.org/id/aelia_eudocia,Aelia Eudocia,East,http://numismatics.org/ocre/results?q=portrait_facet:%22Aelia Eudocia%22,http://numismatics.org/collectionimages/19501999/1967/1967.153.187.obv.width350.jpg,,,,No AR and AE images found. No worn examples found,423 AD- 450 AD 
http://nomisma.org/id/marcian,Marcian,East,http://numismatics.org/ocre/results?q=portrait_facet:%22Marcian%22,http://numismatics.org/collectionimages/19001949/1946/1946.51.123.obv.width350.jpg,,,http://numismatics.org/collectionimages/19001949/1930/1930.198.373.obv.width350.jpg,No AR or good AE images found. ANS AR 1963.91.3  isn't included in OCRE and Mantis record hasn't been updated yet,450 AD- 457 AD
http://nomisma.org/id/leo_i,Leo I,East,http://numismatics.org/ocre/results?q=portrait_facet:%22Leo I%22,http://numismatics.org/collectionimages/19501999/1980/1980.109.230.obv.width350.jpg,,,http://numismatics.org/collectionimages/19001949/1944/1944.100.54980.obv.width350.jpg,No AR and good AE images found,457 AD- 475 AD
http://nomisma.org/id/aelia_verina,Aelia Verina,East,http://numismatics.org/ocre/results?q=portrait_facet:%22Aelia Verina%22,http://numismatics.org/collectionimages/19501999/1968/1968.131.507.obv.width350.jpg,,,,No AE images found with head-portrait on Obv.,462 AD- 474 AD 
http://nomisma.org/id/leo_ii,Leo II,East,http://numismatics.org/ocre/results?q=portrait_facet:%22Leo II%22,http://numismatics.org/collectionimages/19501999/1977/1977.158.1006.obv.width350.jpg,,,,No AE images found,457 AD- 474 AD
http://nomisma.org/id/basiliscus,Basiliscus,East,http://numismatics.org/ocre/results?q=portrait_facet:%22Basiliscus%22,http://numismatics.org/collectionimages/19501999/1968/1968.131.484.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.54999.obv.width350.jpg,,,http://numismatics.org/collectionimages/19001949/1930/1930.198.1023.obv.width350.jpg,No AR and good AE images found,475 AD- 476 AD
http://nomisma.org/id/zeno,Zeno,East,http://numismatics.org/ocre/results?q=portrait_facet:%22Zeno%22,http://numismatics.org/collectionimages/19501999/1977/1977.158.1009.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1948/1948.19.1943.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.14983.obv.width350.jpg,,http://numismatics.org/collectionimages/00001899/0000/0000.999.24039.obv.width350.jpg,AE examples found is the worn example,474 AD- 491 AD
http://nomisma.org/id/aelia_ariadne,Aelia Ariadne,East,http://numismatics.org/ocre/results?q=portrait_facet:%22Aelia Ariadne%22,,,,,AV (worn example) images found in BM,476 AD- 491 AD 
http://nomisma.org/id/leontius,Leontius,East,http://numismatics.org/ocre/results?q=portrait_facet:%22Leontius%22,,,,,No Examples found,484 AD-488 AD
http://nomisma.org/id/flavius_marcus,Flavius Marcus,Leonid,http://numismatics.org/ocre/results?q=portrait_facet:%22Flavius Marcus%22,http://numismatics.org/collectionimages/19001949/1944/1944.100.55000.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1968/1968.131.492.obv.width350.jpg,,,http://numismatics.org/collectionimages/19001949/1930/1930.198.314.obv.width350.jpg,No AR and good AE images found. There's not a portrait of Flavius Marcus alone but rather a Basilicus or Flavius Marcus,475 AD- 476 AD
http://nomisma.org/id/honorius,Honorius,West,http://numismatics.org/ocre/results?q=portrait_facet:%22Honorius%22,http://numismatics.org/collectionimages/19001949/1944/1944.100.54902.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.54945.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54948.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54920.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54912.obv.width350.jpg,,395 AD- 423 AD
http://nomisma.org/id/constantine_iii,Constantine III,West,http://numismatics.org/ocre/results?q=portrait_facet:%22Constantine III%22,http://numismatics.org/collectionimages/19001949/1944/1944.100.54848.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54847.obv.width350.jpg,,http://numismatics.org/collectionimages/19001949/1944/1944.100.54845.obv.width350.jpg,No AE images found,407 AD- 411 AD
http://nomisma.org/id/priscus_attalus,Priscus Attalus,West,http://numismatics.org/ocre/results?q=portrait_facet:%22Priscus Attalus%22,,http://numismatics.org/collectionimages/19001949/1944/1944.100.54853.obv.width350.jpg,,,No AV and AE images found. No worn example found,409 AD- 415 AD
http://nomisma.org/id/maximus_barcelona,Maximus of Barcelona,West,http://numismatics.org/ocre/results?q=portrait_facet:%22Maximus of Barcelona%22,,,,,AR images found in BM. No AE images found,410 AD- 411 AD
http://nomisma.org/id/jovinus,Jovinus,West,http://numismatics.org/ocre/results?q=portrait_facet:%22Jovinus%22,,http://numismatics.org/collectionimages/19001949/1944/1944.100.54849.obv.width350.jpg,,http://numismatics.org/collectionimages/19001949/1944/1944.100.54852.obv.width350.jpg,No AV images found,411 AD- 413 AD
http://nomisma.org/id/sebastianus,Sebastianus,West,http://numismatics.org/ocre/results?q=portrait_facet:%22Sebastianus%22,,,,,No Examples found,411 AD- 413 AD
http://nomisma.org/id/constantius_iii,Constantius III,West,http://numismatics.org/ocre/results?q=portrait_facet:%22Constantius III%22,,,,,No Examples found,408 AD- 423 AD
http://nomisma.org/id/galla_placidia,Galla Placidia,West,http://numismatics.org/ocre/results?q=portrait_facet:%22Galla Placidia%22,http://numismatics.org/collectionimages/19501999/1967/1967.153.186.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.55011.obv.width350.jpg,,,,No AR images found. AE image (worn example) found in BM,422 AD- 455 AD
http://nomisma.org/id/joannes,Joannes,West,http://numismatics.org/ocre/results?q=portrait_facet:%22Joannes%22,,,,http://numismatics.org/collectionimages/19001949/1944/1944.100.54855.obv.width350.jpg,No AR and AE images found. Only one worn AV image found,423 AD- 425 AD
http://nomisma.org/id/valentinian_iii,Valentinian III,West,http://numismatics.org/ocre/results?q=portrait_facet:%22Valentinian III%22,http://numismatics.org/collectionimages/19001949/1944/1944.100.54860.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.54857.obv.width350.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.77264.obv.width350.jpg,,http://numismatics.org/collectionimages/19001949/1944/1944.100.54871.obv.width350.jpg,No good AE examples found,425 AD- 457 AD
http://nomisma.org/id/grata_honoria,Grata Honoria,West,http://numismatics.org/ocre/results?q=portrait_facet:%22Grata Honoria%22,http://numismatics.org/collectionimages/19001949/1944/1944.100.55013.obv.width350.jpg,,,,No worn examples found,430 AD- 445 AD
http://nomisma.org/id/licinia_eudoxia,Licinia Eudoxia,West,http://numismatics.org/ocre/results?q=portrait_facet:%22Licinia Eudoxia%22,http://numismatics.org/collectionimages/19501999/1970/1970.201.1.obv.width350.jpg|http://numismatics.org/collectionimages/19501999/1980/1980.109.219.obv.width350.jpg,,,,No AR and worn images found,430 AD- 457 AD
http://nomisma.org/id/petronius_maximus,Petronius Maximus,West,http://numismatics.org/ocre/results?q=portrait_facet:%22Petronius Maximus%22,http://numismatics.org/collectionimages/19001949/1944/1944.100.54900.obv.width350.jpg,,,,ANS example 1944.100.54900 (ric.10.pet_max_w.2201) recently added. It needs to be uploaded to OCRE,455 AD
http://nomisma.org/id/avitus,Avitus,West,http://numismatics.org/ocre/results?q=portrait_facet:%22Avitus%22,http://numismatics.org/collectionimages/19501999/1961/1961.56.4.obv.width350.jpg,,,,No AR and AE images found,455 AD- 456 AD
http://nomisma.org/id/majorian,Majorian,West,http://numismatics.org/ocre/results?q=portrait_facet:%22Majorian%22,http://numismatics.org/collectionimages/19001949/1944/1944.100.54881.obv.width350.jpg,,,http://numismatics.org/collectionimages/19001949/1944/1944.100.54884.obv.width350.jpg,No AE images found. Only one worn AR image found,457 AD- 461 AD
http://nomisma.org/id/libius_severus,Libius Severus,West,http://numismatics.org/ocre/results?q=portrait_facet:%22Libius Severus%22,http://numismatics.org/collectionimages/19001949/1944/1944.100.54886.obv.width350.jpg,,,http://numismatics.org/collectionimages/19001949/1944/1944.100.54889.obv.width350.jpg,No AE images found,461 AD- 470 AD
http://nomisma.org/id/anthemius,Anthemius,West,http://numismatics.org/ocre/results?q=portrait_facet:%22Anthemius%22,http://numismatics.org/collectionimages/19001949/1944/1944.100.54892.obv.width350.jpg|http://numismatics.org/collectionimages/19001949/1944/1944.100.54893.obv.width350.jpg,,,,No AR and AE images found,467 AD- 472 AD
http://nomisma.org/id/euphemia,Euphemia,West,http://numismatics.org/ocre/results?q=portrait_facet:%22Euphemia%22,,,,,No AR images found. AV example found in BM,467 AD- 472 AD
http://nomisma.org/id/olybrius,Olybrius,West,http://numismatics.org/ocre/results?q=portrait_facet:%22Olybrius%22,,,,,No Examples found,472 AD
http://nomisma.org/id/glycerius,Glycerius,West,http://numismatics.org/ocre/results?q=portrait_facet:%22Glycerius%22,,,,,"No Examples found. New unpublished type, ric.10.glyc.not (1961.56.5, AV)",473 AD- 474 AD
http://nomisma.org/id/julius_nepos,Julius Nepos,West,http://numismatics.org/ocre/results?q=portrait_facet:%22Julius Nepos%22,http://numismatics.org/collectionimages/19001949/1947/1947.2.534.obv.width350.jpg,,,http://numismatics.org/collectionimages/19001949/1944/1944.100.54896.obv.width350.jpg,No AR and AE images found,474 AD- 480 AD
http://nomisma.org/id/romulus_augustulus,Romulus Augustulus,West,http://numismatics.org/ocre/results?q=portrait_facet:%22Romulus Augustulus%22,,,,http://numismatics.org/collectionimages/19001949/1944/1944.100.54897.obv.width350.jpg,No AR images found. Only one worn AV image found,475 AD- 476 AD
http://nomisma.org/id/odoacer,Odoacer,West,http://numismatics.org/ocre/results?q=portrait_facet:%22Odoacer%22,,,,,No Examples found,477 AD
